CATEGORY_NAME,SUB_CATEGORY_NAME,ATTRIBUTE_NAME,SUB_ATTRIBUTE_NAME,LOWEST_TAXONOMY,HEALTH_INTEREST,REC_COUNT,SHARE_WITHIN_LOWEST_TAXONOMY,SHARE_WITHIN_HEALTH_INTEREST
Vitamins & minerals,Vitamins,Vitamin D,Vitamin D3 (Cholecalciferol),Vitamin D3 (Cholecalciferol),Celiac disease,2,0.001326259947,0.02272727273
Vitamins & minerals,Minerals,Zinc,Zinc carnosine,Zinc carnosine,Celiac disease,2,0.01234567901,0.02272727273
Homeopathy,Homeopathic remedies,Adrenal support (Homeopathic),,Adrenal support (Homeopathic),Celiac disease,1,0.03225806452,0.01136363636
Nutritional supplements,Probiotics,Akkermansia,Akkermansia (single-strain),Akkermansia (single-strain),Celiac disease,1,0.005649717514,0.01136363636
Herbal/Botanicals,Phytonutrients,Greens & superfoods,Aloe,Aloe,Celiac disease,1,0.005586592179,0.01136363636
Nutritional supplements,Probiotics,Bacillus (Spore-based),Bacillus blends,Bacillus blends,Celiac disease,1,0.001841620626,0.01136363636
Conditions & formulations,"Antiox, detox, & cellular health",Detox support,,Detox support,Celiac disease,1,0.001996007984,0.01136363636
Conditions & formulations,Gastrointestinal health,Digestive support,,Digestive support,Celiac disease,1,0.003184713376,0.01136363636
Nutritional supplements,Amino acids,Peptides,Glutathione,Glutathione,Celiac disease,1,0.003076923077,0.01136363636
Homeopathy,Homeopathic remedies,Homeopathic singles,,Homeopathic singles,Celiac disease,1,0.00243902439,0.01136363636
Conditions & formulations,Immune & inflammatory health,Immune support,,Immune support,Celiac disease,1,0.002475247525,0.01136363636
Vitamins & minerals,Vitamins,Vitamin B9 (Folate),L-5-MTHF (L-methylfolate),L-5-MTHF (L-methylfolate),Celiac disease,1,0.004347826087,0.01136363636
Nutritional supplements,Probiotics,Lacto-bifidobacteria,Lacto-bifidobacteria (single-strain),Lacto-bifidobacteria (single-strain),Celiac disease,1,0.006024096386,0.01136363636
Vitamins & minerals,Minerals,Magnesium,Magnesium glycinate,Magnesium glycinate,Celiac disease,1,0.000253164557,0.01136363636
Nutritional supplements,Other metabolites & bioactive compounds,Medical Foods,,Medical Foods,Celiac disease,1,0.004464285714,0.01136363636
Vitamins & minerals,Multivitamins & minerals,Men's multivitamins,,Men's multivitamins,Celiac disease,1,0.01234567901,0.01136363636
Vitamins & minerals,Minerals,Iron,Other iron,Other iron,Celiac disease,1,0.001706484642,0.01136363636
Nutritional supplements,Prebiotics & fibers,Other prebiotics & fibers,,Other prebiotics & fibers,Celiac disease,1,0.001597444089,0.01136363636
Vitamins & minerals,Vitamins,Vitamin B12 (Cobalamin),Other vitamin B12,Other vitamin B12,Celiac disease,1,0.002923976608,0.01136363636
Herbal/Botanicals,Herbs,Peppermint,,Peppermint,Celiac disease,1,0.01724137931,0.01136363636
Nutritional supplements,Amino acids,Peptides,Colostrum & immunoglobulins,Colostrum & immunoglobulins,Cellulitis,1,0.002141327623,0.3333333333
Homeopathy,Homeopathic remedies,Homeopathic singles,,Homeopathic singles,Cellulitis,1,0.00243902439,0.3333333333
Nutritional supplements,Other metabolites & bioactive compounds,Medical Foods,,Medical Foods,Cellulitis,1,0.004464285714,0.3333333333
Vitamins & minerals,Complexes & combos,B-complexes,,B-complexes,Chronic fatigue syndrome,33,0.01124361158,0.1134020619
Conditions & formulations,Endocrine & hormonal health,Adrenal support,,Adrenal support,Chronic fatigue syndrome,26,0.01788170564,0.08934707904
Vitamins & minerals,Multivitamins & minerals,Multivitamins,,Multivitamins,Chronic fatigue syndrome,20,0.01834862385,0.06872852234
Conditions & formulations,"Antiox, detox, & cellular health",Mitochondrial support,,Mitochondrial support,Chronic fatigue syndrome,10,0.04807692308,0.03436426117
Nutritional supplements,Hormones & glandulars,DHEA,,DHEA,Chronic fatigue syndrome,9,0.009259259259,0.03092783505
Nutritional supplements,Amino acids,Peptides,Glutathione,Glutathione,Chronic fatigue syndrome,9,0.02769230769,0.03092783505
Vitamins & minerals,Complexes & combos,Vitamin D & K,,Vitamin D & K,Chronic fatigue syndrome,9,0.001566852368,0.03092783505
Nutritional supplements,Amino acids,Amino compounds,Carnitine,Carnitine,Chronic fatigue syndrome,8,0.05128205128,0.02749140893
Nutritional supplements,Other metabolites & bioactive compounds,CoQ10,,CoQ10,Chronic fatigue syndrome,8,0.01066666667,0.02749140893
Nutritional supplements,Hormones & glandulars,Glandulars,Adrenal glandulars,Adrenal glandulars,Chronic fatigue syndrome,7,0.0243902439,0.02405498282
Nutritional supplements,Amino acids,Amino compounds,N-acetyl-cysteine (NAC),N-acetyl-cysteine (NAC),Chronic fatigue syndrome,7,0.007329842932,0.02405498282
Vitamins & minerals,Vitamins,Vitamin B12 (Cobalamin),Methylcobalamin,Methylcobalamin,Chronic fatigue syndrome,6,0.01123595506,0.0206185567
Conditions & formulations,"Antiox, detox, & cellular health",Detox support,,Detox support,Chronic fatigue syndrome,5,0.00998003992,0.01718213058
Vitamins & minerals,Minerals,Magnesium,Magnesium glycinate,Magnesium glycinate,Chronic fatigue syndrome,5,0.001265822785,0.01718213058
Nutritional supplements,Other metabolites & bioactive compounds,NAD/NADH/ATP,NMN,NMN,Chronic fatigue syndrome,5,0.06578947368,0.01718213058
Nutritional supplements,Amino acids,Amino compounds,Other amino acids,Other amino acids,Chronic fatigue syndrome,5,0.0146627566,0.01718213058
Vitamins & minerals,Vitamins,Vitamin B12 (Cobalamin),Other vitamin B12,Other vitamin B12,Chronic fatigue syndrome,5,0.01461988304,0.01718213058
Herbal/Botanicals,Herbs,Rhodiola,,Rhodiola,Chronic fatigue syndrome,5,0.03067484663,0.01718213058
Vitamins & minerals,Vitamins,Vitamin D,Vitamin D3 (Cholecalciferol),Vitamin D3 (Cholecalciferol),Chronic fatigue syndrome,5,0.003315649867,0.01718213058
Vitamins & minerals,Minerals,Iron,Iron bisglycinate,Iron bisglycinate,Chronic fatigue syndrome,4,0.00156555773,0.01374570447
Vitamins & minerals,Multivitamins & minerals,Multiminerals,,Multiminerals,Chronic fatigue syndrome,4,0.0157480315,0.01374570447
Nutritional supplements,Amino acids,Peptides,Other peptides,Other peptides,Chronic fatigue syndrome,4,0.01078167116,0.01374570447
Nutritional supplements,Other metabolites & bioactive compounds,Phosphatidylcholine,,Phosphatidylcholine,Chronic fatigue syndrome,4,0.02409638554,0.01374570447
Nutritional supplements,Other metabolites & bioactive compounds,Alpha lipoic acid (ALA),,Alpha lipoic acid (ALA),Chronic fatigue syndrome,3,0.007407407407,0.01030927835
Homeopathy,Homeopathic remedies,Homeopathic singles,,Homeopathic singles,Chronic fatigue syndrome,3,0.007317073171,0.01030927835
Vitamins & minerals,Complexes & combos,Vitamin B12 & folate,,Vitamin B12 & folate,Chronic fatigue syndrome,3,0.005494505495,0.01030927835
Vitamins & minerals,Multivitamins & minerals,Women's multivitamins,,Women's multivitamins,Chronic fatigue syndrome,3,0.01621621622,0.01030927835
Nutritional supplements,Omegas & other fatty acids,Fish oil,Balanced EPA/DHA,Balanced EPA/DHA,Chronic fatigue syndrome,2,0.0007581501137,0.006872852234
Conditions & formulations,Neurocognitive health & sleep,Brain support,,Brain support,Chronic fatigue syndrome,2,0.01025641026,0.006872852234
Herbal/Botanicals,Mushrooms,Cordyceps,,Cordyceps,Chronic fatigue syndrome,2,0.05,0.006872852234
Herbal/Botanicals,Herbs,Ginseng,,Ginseng,Chronic fatigue syndrome,2,0.03773584906,0.006872852234
Nutritional supplements,Probiotics,Lacto-bifidobacteria,Lacto-bifidobacteria blends,Lacto-bifidobacteria blends,Chronic fatigue syndrome,2,0.001382170007,0.006872852234
Nutritional supplements,Omegas & other fatty acids,Other fatty acids,Monolaurin,Monolaurin,Chronic fatigue syndrome,2,0.03333333333,0.006872852234
Nutritional supplements,Other metabolites & bioactive compounds,NAD/NADH/ATP,NADH,NADH,Chronic fatigue syndrome,2,0.2,0.006872852234
Conditions & formulations,Neurocognitive health & sleep,Nervous system support,,Nervous system support,Chronic fatigue syndrome,2,0.02040816327,0.006872852234
Nutritional supplements,Other metabolites & bioactive compounds,NAD/NADH/ATP,Nicotinamide riboside (NR),Nicotinamide riboside (NR),Chronic fatigue syndrome,2,0.05882352941,0.006872852234
Herbal/Botanicals,Phytonutrients,Flavonoids,Other flavonoids,Other flavonoids,Chronic fatigue syndrome,2,0.01265822785,0.006872852234
Vitamins & minerals,Vitamins,Vitamin B1 (Thiamine),Other vitamin B1,Other vitamin B1,Chronic fatigue syndrome,2,0.05555555556,0.006872852234
Nutritional supplements,Other metabolites & bioactive compounds,PQQ,,PQQ,Chronic fatigue syndrome,2,0.1538461538,0.006872852234
Conditions & formulations,Neurocognitive health & sleep,Stress support,,Stress support,Chronic fatigue syndrome,2,0.001934235977,0.006872852234
Conditions & formulations,Endocrine & hormonal health,Thyroid support,,Thyroid support,Chronic fatigue syndrome,2,0.002684563758,0.006872852234
Vitamins & minerals,Vitamins,Vitamin E,Tocopherols,Tocopherols,Chronic fatigue syndrome,2,0.01818181818,0.006872852234
Vitamins & minerals,Vitamins,Vitamin B2 (Riboflavin),,Vitamin B2 (Riboflavin),Chronic fatigue syndrome,2,0.01360544218,0.006872852234
Nutritional supplements,Other metabolites & bioactive compounds,d-Ribose,,d-Ribose,Chronic fatigue syndrome,2,0.1428571429,0.006872852234
Vitamins & minerals,Vitamins,Vitamin B12 (Cobalamin),Adenosylcobalamin,Adenosylcobalamin,Chronic fatigue syndrome,1,0.05,0.003436426117
Nutritional supplements,Amino acids,Base amino acids,BCAAs,BCAAs,Chronic fatigue syndrome,1,0.02631578947,0.003436426117
Vitamins & minerals,Vitamins,Vitamin B1 (Thiamine),Benfotiamine,Benfotiamine,Chronic fatigue syndrome,1,0.01136363636,0.003436426117
Conditions & formulations,Cardiometabolic health,Blood pressure support,,Blood pressure support,Chronic fatigue syndrome,1,0.004310344828,0.003436426117
Vitamins & minerals,Minerals,Boron,,Boron,Chronic fatigue syndrome,1,0.01063829787,0.003436426117
Nutritional supplements,Collagen & protein,Collagen,Bovine collagen,Bovine collagen,Chronic fatigue syndrome,1,0.003278688525,0.003436426117
Vitamins & minerals,Complexes & combos,Calcium & magnesium,,Calcium & magnesium,Chronic fatigue syndrome,1,0.008,0.003436426117
Conditions & formulations,Cardiometabolic health,Cardiovascular support,,Cardiovascular support,Chronic fatigue syndrome,1,0.004504504505,0.003436426117
Vitamins & minerals,Multivitamins & minerals,Children's multivitamins,Children's multis,Children's multis,Chronic fatigue syndrome,1,0.03846153846,0.003436426117
Conditions & formulations,Neurocognitive health & sleep,Cognitive support,,Cognitive support,Chronic fatigue syndrome,1,0.002958579882,0.003436426117
Nutritional supplements,Amino acids,Peptides,Colostrum & immunoglobulins,Colostrum & immunoglobulins,Chronic fatigue syndrome,1,0.002141327623,0.003436426117
Nutritional supplements,Amino acids,Amino compounds,Creatine,Creatine,Chronic fatigue syndrome,1,0.001366120219,0.003436426117
Conditions & formulations,"Antiox, detox, & cellular health",Energy support,,Energy support,Chronic fatigue syndrome,1,0.02857142857,0.003436426117
Homeopathy,Homeopathic remedies,Energy support (Homeopathic),,Energy support (Homeopathic),Chronic fatigue syndrome,1,0.2,0.003436426117
Conditions & formulations,Musculoskeletal health & sport/exercise,Exercise & recovery support,,Exercise & recovery support,Chronic fatigue syndrome,1,0.01754385965,0.003436426117
Vitamins & minerals,Vitamins,Vitamin B9 (Folate),Folic acid,Folic acid,Chronic fatigue syndrome,1,0.03333333333,0.003436426117
Vitamins & minerals,Minerals,Other minerals,Germanium,Germanium,Chronic fatigue syndrome,1,0.3333333333,0.003436426117
Homeopathy,Homeopathic remedies,Homeopathic combinations,,Homeopathic combinations,Chronic fatigue syndrome,1,0.01492537313,0.003436426117
Vitamins & minerals,Vitamins,Vitamin B9 (Folate),L-5-MTHF (L-methylfolate),L-5-MTHF (L-methylfolate),Chronic fatigue syndrome,1,0.004347826087,0.003436426117
Herbal/Botanicals,Herbs,Maca (Lepidium),,Maca (Lepidium),Chronic fatigue syndrome,1,0.005917159763,0.003436426117
Vitamins & minerals,Minerals,Magnesium,Magnesium malate,Magnesium malate,Chronic fatigue syndrome,1,0.008403361345,0.003436426117
Vitamins & minerals,Minerals,Magnesium,Magnesium threonate,Magnesium threonate,Chronic fatigue syndrome,1,0.001686340641,0.003436426117
Conditions & formulations,Men's health,Men's sexual support,,Men's sexual support,Chronic fatigue syndrome,1,0.03333333333,0.003436426117
Herbal/Botanicals,Herbs,Turmeric (Curcumin),Meriva,Meriva,Chronic fatigue syndrome,1,0.002325581395,0.003436426117
Conditions & formulations,Cardiometabolic health,Methylation support,,Methylation support,Chronic fatigue syndrome,1,0.005617977528,0.003436426117
Conditions & formulations,Neurocognitive health & sleep,Mood support,,Mood support,Chronic fatigue syndrome,1,0.006211180124,0.003436426117
Nutritional supplements,Other metabolites & bioactive compounds,NAD/NADH/ATP,NAD,NAD,Chronic fatigue syndrome,1,0.02,0.003436426117
Nutritional supplements,Enzymes,Systemic enzymes,Nattokinase,Nattokinase,Chronic fatigue syndrome,1,0.008,0.003436426117
Vitamins & minerals,Vitamins,Vitamin B3 (Niacin),Nicotinic acid,Nicotinic acid,Chronic fatigue syndrome,1,0.01123595506,0.003436426117
Nutritional supplements,Collagen & protein,Whey & animal protein,Other animal proteins,Other animal proteins,Chronic fatigue syndrome,1,0.0303030303,0.003436426117
Vitamins & minerals,Minerals,Iron,Other iron,Other iron,Chronic fatigue syndrome,1,0.001706484642,0.003436426117
Vitamins & minerals,Minerals,Magnesium,Other magnesium,Other magnesium,Chronic fatigue syndrome,1,0.0007183908046,0.003436426117
Nutritional supplements,Collagen & protein,Plant protein,Other plant proteins,Other plant proteins,Chronic fatigue syndrome,1,0.01754385965,0.003436426117
Vitamins & minerals,Vitamins,Vitamin B6 (Pyridoxine),Pyridoxine HCl,Pyridoxine HCl,Chronic fatigue syndrome,1,0.03703703704,0.003436426117
Herbal/Botanicals,Herbs,Saffron,,Saffron,Chronic fatigue syndrome,1,0.006024096386,0.003436426117
Vitamins & minerals,Minerals,Selenium,Selenomethionine,Selenomethionine,Chronic fatigue syndrome,1,0.003412969283,0.003436426117
Vitamins & minerals,Minerals,Other minerals,Silicon,Silicon,Chronic fatigue syndrome,1,0.02941176471,0.003436426117
Herbal/Botanicals,Herbs,Licorice,Standard licorice,Standard licorice,Chronic fatigue syndrome,1,0.01123595506,0.003436426117
Herbal/Botanicals,Herbs,Turmeric (Curcumin),Standard turmeric/curcumin,Standard turmeric/curcumin,Chronic fatigue syndrome,1,0.002283105023,0.003436426117
Herbal/Botanicals,Herbs,Vitex (Chasteberry),,Vitex (Chasteberry),Chronic fatigue syndrome,1,0.004098360656,0.003436426117
Nutritional supplements,Probiotics,Women's probiotics,,Women's probiotics,Chronic fatigue syndrome,1,0.002150537634,0.003436426117
Conditions & formulations,Women's health,Women's sexual support,,Women's sexual support,Chronic fatigue syndrome,1,0.01785714286,0.003436426117
Conditions & formulations,Genitourinary health,Kidney support,,Kidney support,Chronic kidney disease (CKD),18,0.1894736842,0.2142857143
Nutritional supplements,Probiotics,Lacto-bifidobacteria,Lacto-bifidobacteria blends,Lacto-bifidobacteria blends,Chronic kidney disease (CKD),9,0.006219765031,0.1071428571
Nutritional supplements,Hormones & glandulars,Glandulars,Other glandulars,Other glandulars,Chronic kidney disease (CKD),7,0.02083333333,0.08333333333
Herbal/Botanicals,Herbs,Astragalus,,Astragalus,Chronic kidney disease (CKD),3,0.1,0.03571428571
Nutritional supplements,Other metabolites & bioactive compounds,CoQ10,,CoQ10,Chronic kidney disease (CKD),3,0.004,0.03571428571
Conditions & formulations,"Antiox, detox, & cellular health",Liver/hepatic support,,Liver/hepatic support,Chronic kidney disease (CKD),3,0.00569259962,0.03571428571
Nutritional supplements,Amino acids,Amino compounds,N-acetyl-cysteine (NAC),N-acetyl-cysteine (NAC),Chronic kidney disease (CKD),3,0.003141361257,0.03571428571
Nutritional supplements,Omegas & other fatty acids,Fish oil,EPA-dominant,EPA-dominant,Chronic kidney disease (CKD),2,0.001530221882,0.02380952381
Homeopathy,Homeopathic remedies,Homeopathic combinations,,Homeopathic combinations,Chronic kidney disease (CKD),2,0.02985074627,0.02380952381
Animal health,Pet care,Pet health,,Pet health,Chronic kidney disease (CKD),2,0.07407407407,0.02380952381
Nutritional supplements,Hormones & glandulars,Glandulars,Adrenal glandulars,Adrenal glandulars,Chronic kidney disease (CKD),1,0.003484320557,0.0119047619
Nutritional supplements,Other metabolites & bioactive compounds,Alpha lipoic acid (ALA),,Alpha lipoic acid (ALA),Chronic kidney disease (CKD),1,0.002469135802,0.0119047619
Nutritional supplements,Omegas & other fatty acids,Fish oil,Balanced EPA/DHA,Balanced EPA/DHA,Chronic kidney disease (CKD),1,0.0003790750569,0.0119047619
Nutritional supplements,Amino acids,Amino compounds,Carnitine,Carnitine,Chronic kidney disease (CKD),1,0.00641025641,0.0119047619
Conditions & formulations,Traditional formulations,Chinese formulas,,Chinese formulas,Chronic kidney disease (CKD),1,0.0036900369,0.0119047619
Herbal/Botanicals,Mushrooms,Cordyceps,,Cordyceps,Chronic kidney disease (CKD),1,0.025,0.0119047619
Nutritional supplements,Hormones & glandulars,DHEA,,DHEA,Chronic kidney disease (CKD),1,0.001028806584,0.0119047619
Conditions & formulations,"Antiox, detox, & cellular health",Detox support,,Detox support,Chronic kidney disease (CKD),1,0.001996007984,0.0119047619
Homeopathy,Homeopathic remedies,Detox support (Homeopathic),,Detox support (Homeopathic),Chronic kidney disease (CKD),1,0.03846153846,0.0119047619
