CATEGORY_NAME,SUB_CATEGORY_NAME,ATTRIBUTE_NAME,SUB_ATTRIBUTE_NAME,LOWEST_TAXONOMY,HEALTH_INTEREST,HEALTH_AREA,REC_COUNT,SHARE_WITHIN_LOWEST_TAXONOMY,SHARE_WITHIN_HEALTH_INTEREST
Conditions & formulations,Children's health,Children's growth support,,Children's growth support,Anxiety,Anxiety Support,4,0.1212121212,0.0009666505558
Conditions & formulations,Gastrointestinal health,Digestive support,,Digestive support,Anxiety,Anxiety Support,4,0.01265822785,0.0009666505558
Herbal/Botanicals,Herbs,Holy basil,,Holy basil,Anxiety,Anxiety Support,4,0.1081081081,0.0009666505558
Nutritional supplements,Amino acids,Base amino acids,Lysine,Lysine,Anxiety,Anxiety Support,4,0.04545454545,0.0009666505558
Vitamins & minerals,Minerals,Magnesium,Magnesium malate,Magnesium malate,Anxiety,Anxiety Support,4,0.03361344538,0.0009666505558
Vitamins & minerals,Vitamins,Vitamin B12 (Cobalamin),Methylcobalamin,Methylcobalamin,Anxiety,Anxiety Support,4,0.007448789572,0.0009666505558
Vitamins & minerals,Minerals,Lithium,Other lithium,Other lithium,Anxiety,Anxiety Support,4,0.3636363636,0.0009666505558
Nutritional supplements,Amino acids,Peptides,Other peptides,Other peptides,Anxiety,Anxiety Support,4,0.01075268817,0.0009666505558
Herbal/Botanicals,Herbs,St. John's wort,,St. John's wort,Anxiety,Anxiety Support,4,0.1111111111,0.0009666505558
Vitamins & minerals,Complexes & combos,Vitamin B12 & folate,,Vitamin B12 & folate,Anxiety,Anxiety Support,4,0.00731261426,0.0009666505558
Nutritional supplements,Probiotics,Bacillus (Spore-based),Bacillus (single-strain),Bacillus (single-strain),Anxiety,Anxiety Support,3,0.0612244898,0.0007249879169
Herbal/Botanicals,Herbs,Eleuthero (Siberian ginseng),,Eleuthero (Siberian ginseng),Anxiety,Anxiety Support,3,0.1875,0.0007249879169
Nutritional supplements,Omegas & other fatty acids,Plant omegas,Flax seed oil,Flax seed oil,Anxiety,Anxiety Support,3,0.0612244898,0.0007249879169
Vitamins & minerals,Vitamins,Vitamin B9 (Folate),Folic acid,Folic acid,Anxiety,Anxiety Support,3,0.1,0.0007249879169
Homeopathy,Homeopathic remedies,Homeopathic combinations,,Homeopathic combinations,Anxiety,Anxiety Support,3,0.0447761194,0.0007249879169
Herbal/Botanicals,Phytonutrients,Indoles & sulphoraphane,,Indoles & sulphoraphane,Anxiety,Anxiety Support,3,0.007957559682,0.0007249879169
Vitamins & minerals,Minerals,Iron,Iron bisglycinate,Iron bisglycinate,Anxiety,Anxiety Support,3,0.001165954139,0.0007249879169
Conditions & formulations,Cardiometabolic health,Lipid support,,Lipid support,Anxiety,Anxiety Support,3,0.008982035928,0.0007249879169
Herbal/Botanicals,Herbs,Maca (Lepidium),,Maca (Lepidium),Anxiety,Anxiety Support,3,0.01775147929,0.0007249879169
Conditions & formulations,"Antiox, detox, & cellular health",Mitochondrial support,,Mitochondrial support,Anxiety,Anxiety Support,3,0.01442307692,0.0007249879169
Conditions & formulations,Musculoskeletal health & sport/exercise,Muscular support,,Muscular support,Anxiety,Anxiety Support,3,0.05769230769,0.0007249879169
Herbal/Botanicals,Phytonutrients,Greens & superfoods,Other greens & superfoods,Other greens & superfoods,Anxiety,Anxiety Support,3,0.01764705882,0.0007249879169
Animal health,Pet care,Pet probiotics,,Pet probiotics,Anxiety,Anxiety Support,3,0.5,0.0007249879169
Nutritional supplements,Amino acids,Base amino acids,Tryptophan,Tryptophan,Anxiety,Anxiety Support,3,0.1034482759,0.0007249879169
Herbal/Botanicals,Herbs,Vitex (Chasteberry),,Vitex (Chasteberry),Anxiety,Anxiety Support,3,0.01224489796,0.0007249879169
Vitamins & minerals,Minerals,Zinc,Zinc sulfate,Zinc sulfate,Anxiety,Anxiety Support,3,0.05769230769,0.0007249879169
Nutritional supplements,Hormones & glandulars,Glandulars,Adrenal glandulars,Adrenal glandulars,Anxiety,Anxiety Support,2,0.006920415225,0.0004833252779
Nutritional supplements,Omegas & other fatty acids,Plant omegas,Algae oil,Algae oil,Anxiety,Anxiety Support,2,0.01904761905,0.0004833252779
Nutritional supplements,Amino acids,Base amino acids,BCAAs,BCAAs,Anxiety,Anxiety Support,2,0.05263157895,0.0004833252779
Nutritional supplements,Probiotics,Bacillus (Spore-based),Bacillus blends,Bacillus blends,Anxiety,Anxiety Support,2,0.003663003663,0.0004833252779
Conditions & formulations,Cardiometabolic health,Cardiovascular support,,Cardiovascular support,Anxiety,Anxiety Support,2,0.008968609865,0.0004833252779
Vitamins & minerals,Multivitamins & minerals,Children's multivitamins,Children's multis+,Children's multis+,Anxiety,Anxiety Support,2,0.04761904762,0.0004833252779
Nutritional supplements,Other metabolites & bioactive compounds,CoQ10,,CoQ10,Anxiety,Anxiety Support,2,0.002656042497,0.0004833252779
Conditions & formulations,"Antiox, detox, & cellular health",Detox support,,Detox support,Anxiety,Anxiety Support,2,0.003968253968,0.0004833252779
Nutritional supplements,Omegas & other fatty acids,Plant omegas,Evening primrose oil,Evening primrose oil,Anxiety,Anxiety Support,2,0.025,0.0004833252779
Conditions & formulations,"Eye, ear, nose, & throat health",Eye support,,Eye support,Anxiety,Anxiety Support,2,0.01212121212,0.0004833252779
Conditions & formulations,Gastrointestinal health,GI lining support,,GI lining support,Anxiety,Anxiety Support,2,0.001833180568,0.0004833252779
Herbal/Botanicals,Phytonutrients,Flavonoids,Green tea catechins,Green tea catechins,Anxiety,Anxiety Support,2,0.03571428571,0.0004833252779
Nutritional supplements,Amino acids,Base amino acids,L-glutamine,L-glutamine,Anxiety,Anxiety Support,2,0.005333333333,0.0004833252779
Nutritional supplements,Omegas & other fatty acids,Other fatty acids,MCTs,MCTs,Anxiety,Anxiety Support,2,0.02857142857,0.0004833252779
Nutritional supplements,Hormones & glandulars,Melatonin,,Melatonin,Anxiety,Anxiety Support,2,0.003558718861,0.0004833252779
Vitamins & minerals,Multivitamins & minerals,Men's multivitamins,,Men's multivitamins,Anxiety,Anxiety Support,2,0.02409638554,0.0004833252779
Conditions & formulations,Women's health,Menstrual support,,Menstrual support,Anxiety,Anxiety Support,2,0.01379310345,0.0004833252779
Herbal/Botanicals,Herbs,Mucuna (L-dopa),,Mucuna (L-dopa),Anxiety,Anxiety Support,2,0.07407407407,0.0004833252779
Nutritional supplements,Other metabolites & bioactive compounds,NAD/NADH/ATP,NAD,NAD,Anxiety,Anxiety Support,2,0.04,0.0004833252779
Vitamins & minerals,Minerals,Iron,Other iron,Other iron,Anxiety,Anxiety Support,2,0.003395585739,0.0004833252779
Vitamins & minerals,Vitamins,Vitamin B12 (Cobalamin),Other vitamin B12,Other vitamin B12,Anxiety,Anxiety Support,2,0.005813953488,0.0004833252779
Nutritional supplements,Other metabolites & bioactive compounds,Phosphatidylcholine,,Phosphatidylcholine,Anxiety,Anxiety Support,2,0.0119760479,0.0004833252779
Vitamins & minerals,Vitamins,Vitamin B6 (Pyridoxine),Pyridoxine HCl,Pyridoxine HCl,Anxiety,Anxiety Support,2,0.07407407407,0.0004833252779
Herbal/Botanicals,Mushrooms,Reishi,,Reishi,Anxiety,Anxiety Support,2,0.05714285714,0.0004833252779
Herbal/Botanicals,Phytonutrients,Resveratrol,,Resveratrol,Anxiety,Anxiety Support,2,0.01515151515,0.0004833252779
Vitamins & minerals,Vitamins,Vitamin B12 (Cobalamin),Adenosylcobalamin,Adenosylcobalamin,Anxiety,Anxiety Support,1,0.05,0.000241662639
Herbal/Botanicals,Herbs,Garlic (Allicin),Aged garlic,Aged garlic,Anxiety,Anxiety Support,1,0.01020408163,0.000241662639
Nutritional supplements,Amino acids,Amino compounds,Anhydrous Betaine,Anhydrous Betaine,Anxiety,Anxiety Support,1,0.01923076923,0.000241662639
Herbal/Botanicals,Phytonutrients,Flavonoids,Anthocyanins,Anthocyanins,Anxiety,Anxiety Support,1,0.004830917874,0.000241662639
Nutritional supplements,Amino acids,Base amino acids,Arginine/Citrulline,Arginine/Citrulline,Anxiety,Anxiety Support,1,0.01,0.000241662639
Vitamins & minerals,Vitamins,Vitamin C,Ascorbic acid,Ascorbic acid,Anxiety,Anxiety Support,1,0.001694915254,0.000241662639
Vitamins & minerals,Vitamins,Vitamin B1 (Thiamine),Benfotiamine,Benfotiamine,Anxiety,Anxiety Support,1,0.01136363636,0.000241662639
Herbal/Botanicals,Herbs,Berberis (Berberine),,Berberis (Berberine),Anxiety,Anxiety Support,1,0.0003709198813,0.000241662639
Conditions & formulations,Cardiometabolic health,Blood pressure support,,Blood pressure support,Anxiety,Anxiety Support,1,0.004255319149,0.000241662639
Conditions & formulations,Musculoskeletal health & sport/exercise,Bone support,,Bone support,Anxiety,Anxiety Support,1,0.001661129568,0.000241662639
Vitamins & minerals,Vitamins,Vitamin C,Buffered C (Ascorbates),Buffered C (Ascorbates),Anxiety,Anxiety Support,1,0.002421307506,0.000241662639
Vitamins & minerals,Minerals,Calcium,Calcium citrate,Calcium citrate,Anxiety,Anxiety Support,1,0.008,0.000241662639
Nutritional supplements,Amino acids,Amino compounds,Carnitine,Carnitine,Anxiety,Anxiety Support,1,0.006369426752,0.000241662639
Conditions & formulations,Children's health,Children's cognition support,,Children's cognition support,Anxiety,Anxiety Support,1,0.02702702703,0.000241662639
Vitamins & minerals,Minerals,Children's minerals,,Children's minerals,Anxiety,Anxiety Support,1,0.01960784314,0.000241662639
Nutritional supplements,Omegas & other fatty acids,Children's omegas,,Children's omegas,Anxiety,Anxiety Support,1,0.01020408163,0.000241662639
Herbal/Botanicals,Phytonutrients,Flavonoids,Citrus bioflavonoids,Citrus bioflavonoids,Anxiety,Anxiety Support,1,0.002369668246,0.000241662639
Nutritional supplements,Omegas & other fatty acids,Fish oil,Cod liver oil,Cod liver oil,Anxiety,Anxiety Support,1,0.006578947368,0.000241662639
Nutritional supplements,Amino acids,Peptides,Colostrum & immunoglobulins,Colostrum & immunoglobulins,Anxiety,Anxiety Support,1,0.002136752137,0.000241662639
Nutritional supplements,Omegas & other fatty acids,Fish oil,DHA-dominant,DHA-dominant,Anxiety,Anxiety Support,1,0.004032258065,0.000241662639
Nutritional supplements,Hormones & glandulars,DHEA,,DHEA,Anxiety,Anxiety Support,1,0.001024590164,0.000241662639
Conditions & formulations,Musculoskeletal health & sport/exercise,Exercise & recovery support,,Exercise & recovery support,Anxiety,Anxiety Support,1,0.01724137931,0.000241662639
Conditions & formulations,Gastrointestinal health,Gallbladder support,,Gallbladder support,Anxiety,Anxiety Support,1,0.004132231405,0.000241662639
Herbal/Botanicals,Herbs,Ginkgo,,Ginkgo,Anxiety,Anxiety Support,1,0.03125,0.000241662639
Herbal/Botanicals,Herbs,Ginseng,,Ginseng,Anxiety,Anxiety Support,1,0.01886792453,0.000241662639
Herbal/Botanicals,Herbs,Hawthorn,,Hawthorn,Anxiety,Anxiety Support,1,0.0243902439,0.000241662639
Conditions & formulations,Endocrine & hormonal health,Hormone balance support,,Hormone balance support,Anxiety,Anxiety Support,1,0.004830917874,0.000241662639
Vitamins & minerals,Minerals,Iron,Iron pyrophosphate,Iron pyrophosphate,Anxiety,Anxiety Support,1,0.02702702703,0.000241662639
Vitamins & minerals,Minerals,Iodine,Kelp/Seaweed iodides,Kelp/Seaweed iodides,Anxiety,Anxiety Support,1,0.03571428571,0.000241662639
Conditions & formulations,Genitourinary health,Kidney support,,Kidney support,Anxiety,Anxiety Support,1,0.01052631579,0.000241662639
Vitamins & minerals,Minerals,Magnesium,Magnesium chloride,Magnesium chloride,Anxiety,Anxiety Support,1,0.02040816327,0.000241662639
Nutritional supplements,Other metabolites & bioactive compounds,Medical Foods,,Medical Foods,Anxiety,Anxiety Support,1,0.004464285714,0.000241662639
Herbal/Botanicals,Herbs,Turmeric (Curcumin),Meriva,Meriva,Anxiety,Anxiety Support,1,0.002309468822,0.000241662639
Conditions & formulations,Cardiometabolic health,Methylation support,,Methylation support,Anxiety,Anxiety Support,1,0.005617977528,0.000241662639
Conditions & formulations,Gastrointestinal health,Microbial support,,Microbial support,Anxiety,Anxiety Support,1,0.0007256894049,0.000241662639
Conditions & formulations,Gastrointestinal health,Motility support,,Motility support,Anxiety,Anxiety Support,1,0.001453488372,0.000241662639
Vitamins & minerals,Multivitamins & minerals,Multiminerals,,Multiminerals,Anxiety,Anxiety Support,1,0.003875968992,0.000241662639
Nutritional supplements,Other metabolites & bioactive compounds,NAD/NADH/ATP,NMN,NMN,Anxiety,Anxiety Support,1,0.01298701299,0.000241662639
Vitamins & minerals,Vitamins,Vitamin B3 (Niacin),Niacinamide,Niacinamide,Anxiety,Anxiety Support,1,0.03225806452,0.000241662639
Nutritional supplements,Collagen & protein,Whey & animal protein,Other animal proteins,Other animal proteins,Anxiety,Anxiety Support,1,0.0303030303,0.000241662639
Vitamins & minerals,Minerals,Chromium,Other chromium,Other chromium,Anxiety,Anxiety Support,1,0.09090909091,0.000241662639
Nutritional supplements,Collagen & protein,Collagen,Other collagens,Other collagens,Anxiety,Anxiety Support,1,0.006097560976,0.000241662639
Herbal/Botanicals,Phytonutrients,Flavonoids,Other flavonoids,Other flavonoids,Anxiety,Anxiety Support,1,0.006329113924,0.000241662639
Nutritional supplements,Prebiotics & fibers,Other prebiotics & fibers,,Other prebiotics & fibers,Anxiety,Anxiety Support,1,0.001592356688,0.000241662639
Nutritional supplements,Enzymes,Systemic enzymes,Other systemic enzymes,Other systemic enzymes,Anxiety,Anxiety Support,1,0.008695652174,0.000241662639
Vitamins & minerals,Vitamins,Vitamin B1 (Thiamine),Other vitamin B1,Other vitamin B1,Anxiety,Anxiety Support,1,0.02777777778,0.000241662639
Vitamins & minerals,Vitamins,Vitamin B3 (Niacin),Other vitamin B3,Other vitamin B3,Anxiety,Anxiety Support,1,0.01176470588,0.000241662639
Vitamins & minerals,Vitamins,Vitamin B5 (Pantothenic acid),Pantethine,Pantethine,Anxiety,Anxiety Support,1,0.06666666667,0.000241662639
Animal health,Pet care,Pet vitamins,,Pet vitamins,Anxiety,Anxiety Support,1,0.04166666667,0.000241662639
Vitamins & minerals,Multivitamins & minerals,Prenatal vitamins,,Prenatal vitamins,Anxiety,Anxiety Support,1,0.001420454545,0.000241662639
Herbal/Botanicals,Phytonutrients,Flavonoids,Quercetin,Quercetin,Anxiety,Anxiety Support,1,0.004098360656,0.000241662639
Nutritional supplements,Omegas & other fatty acids,Fish oil,SPM,SPM,Anxiety,Anxiety Support,1,0.003802281369,0.000241662639
Conditions & formulations,Immune & inflammatory health,Seasonal support,,Seasonal support,Anxiety,Anxiety Support,1,0.002610966057,0.000241662639
Vitamins & minerals,Minerals,Selenium,Selenomethionine,Selenomethionine,Anxiety,Anxiety Support,1,0.003322259136,0.000241662639
Conditions & formulations,Dermatological health,Skin Support,,Skin Support,Anxiety,Anxiety Support,1,0.006993006993,0.000241662639
Homeopathy,Homeopathic remedies,Sleep support (Homeopathic),,Sleep support (Homeopathic),Anxiety,Anxiety Support,1,0.04347826087,0.000241662639
Herbal/Botanicals,Herbs,Licorice,Standard licorice,Standard licorice,Anxiety,Anxiety Support,1,0.01123595506,0.000241662639
Herbal/Botanicals,Herbs,Turmeric (Curcumin),Standard turmeric/curcumin,Standard turmeric/curcumin,Anxiety,Anxiety Support,1,0.002262443439,0.000241662639
Vitamins & minerals,Vitamins,Vitamin B2 (Riboflavin),,Vitamin B2 (Riboflavin),Anxiety,Anxiety Support,1,0.006802721088,0.000241662639
Nutritional supplements,Collagen & protein,Whey & animal protein,Whey concentrate,Whey concentrate,Anxiety,Anxiety Support,1,0.05555555556,0.000241662639
Nutritional supplements,Collagen & protein,Whey & animal protein,Whey isolate,Whey isolate,Anxiety,Anxiety Support,1,0.01785714286,0.000241662639
Conditions & formulations,Women's health,Women's fertility support,,Women's fertility support,Anxiety,Anxiety Support,1,0.005434782609,0.000241662639
Nutritional supplements,Probiotics,Women's probiotics,,Women's probiotics,Anxiety,Anxiety Support,1,0.002141327623,0.000241662639
Vitamins & minerals,Minerals,Magnesium,Other magnesium,Other magnesium,Arrhythmia,Heart & Circulatory Support,6,0.004264392324,0.2
Vitamins & minerals,Minerals,Magnesium,Magnesium glycinate,Magnesium glycinate,Arrhythmia,Heart & Circulatory Support,5,0.001257229067,0.1666666667
Nutritional supplements,Omegas & other fatty acids,Fish oil,Balanced EPA/DHA,Balanced EPA/DHA,Arrhythmia,Heart & Circulatory Support,2,0.0007535795026,0.06666666667
Nutritional supplements,Amino acids,Amino compounds,Carnitine,Carnitine,Arrhythmia,Heart & Circulatory Support,2,0.0127388535,0.06666666667
Conditions & formulations,Traditional formulations,Chinese formulas,,Chinese formulas,Arrhythmia,Heart & Circulatory Support,2,0.007352941176,0.06666666667
Vitamins & minerals,Complexes & combos,Electrolytes,,Electrolytes,Arrhythmia,Heart & Circulatory Support,2,0.006230529595,0.06666666667
Herbal/Botanicals,Herbs,Hawthorn,,Hawthorn,Arrhythmia,Heart & Circulatory Support,2,0.0487804878,0.06666666667
Nutritional supplements,Amino acids,Base amino acids,Taurine,Taurine,Arrhythmia,Heart & Circulatory Support,2,0.0198019802,0.06666666667
Vitamins & minerals,Complexes & combos,B-complexes,,B-complexes,Arrhythmia,Heart & Circulatory Support,1,0.0003387533875,0.03333333333
Conditions & formulations,Cardiometabolic health,Blood pressure support,,Blood pressure support,Arrhythmia,Heart & Circulatory Support,1,0.004255319149,0.03333333333
Vitamins & minerals,Complexes & combos,Calcium & magnesium,,Calcium & magnesium,Arrhythmia,Heart & Circulatory Support,1,0.007936507937,0.03333333333
Conditions & formulations,Cardiometabolic health,Cardiovascular support,,Cardiovascular support,Arrhythmia,Heart & Circulatory Support,1,0.004484304933,0.03333333333
Nutritional supplements,Other metabolites & bioactive compounds,CoQ10,,CoQ10,Arrhythmia,Heart & Circulatory Support,1,0.001328021248,0.03333333333
